Rk,Date,Tm,Opp,GS,MP,FG,FGA,FG_percent,ThreeP,ThreePA,ThreeP_percent,FT,FTA,FT_percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus.Minus,TS_percent,eFG_percent,ORB_percent,DRB_percent,TRB_percent,AST_percent,STL_percent,BLK_percent,TOV_percent,USG_percent,ORtg,DRtg,Season,WL,Year,TmPTS,All_star
36,1/4/11,OKC,MEM,0,22.78,6,7,0.857,3,3,1,2,3,0.667,0,2,2,3,1,3,2,4,17,16.3,7,1.022,1.071,0,10.5,5.8,24,2.2,8.2,19.4,21.5,158,109,regular,L,2011,98,2
37,1/6/11,OKC,DAL,0,25.43,1,6,0.167,1,5,0.2,4,4,1,0,4,4,3,3,0,2,1,7,7.1,-1,0.451,0.25,0,18.4,8.2,15.3,6.4,0,20.5,17.6,91,99,regular,W,2011,114,2
38,1/8/11,OKC,MEM,0,20.23,1,3,0.333,1,2,0.5,6,6,1,1,4,5,1,1,0,2,1,9,8.5,0,0.798,0.5,6.4,19,13.6,7.3,2.5,0,26.2,16.4,133,101,regular,W,2011,93,2
39,1/12/11,OKC,HOU,0,21.88,0,3,0,0,3,0,8,8,1,2,2,4,2,0,0,2,0,8,7.3,-9,0.613,0,12.2,9.1,10.4,10.2,0,0,23.5,16.9,125,122,regular,W,2011,114,2
40,1/13/11,OKC,ORL,0,17.87,3,7,0.429,1,3,0.333,1,1,1,0,1,1,1,0,0,1,5,8,2.3,-6,0.538,0.5,0,5.8,3.4,7.5,0,0,11.8,22,108,141,regular,W,2011,103,2
41,1/17/11,OKC,LAL,0,28.87,4,11,0.364,1,6,0.167,0,0,0,1,2,3,0,1,0,0,3,9,4,9,0.409,0.409,4.1,8.3,6.2,0,1.8,0,0,17.3,92,114,regular,L,2011,74,2
42,1/19/11,OKC,DEN,0,17.3,2,5,0.4,0,3,0,0,2,0,1,5,6,1,0,0,0,2,4,2.6,-7,0.34,0.4,6.8,31.5,19.6,8.1,0,0,0,15.4,90,123,regular,L,2011,105,2
43,1/22/11,OKC,NYK,0,26.03,3,10,0.3,1,4,0.25,0,1,0,0,2,2,1,1,0,0,0,7,3.1,0,0.335,0.35,0,8.4,3.8,6.5,2,0,0,16.3,90,108,regular,W,2011,99,2
44,1/24/11,OKC,NOH,0,21.73,1,3,0.333,0,1,0,3,3,1,0,2,2,3,0,0,2,2,5,3.2,2,0.579,0.333,0,11.3,6,21.5,0,0,31.6,14.4,100,109,regular,L,2011,109,2
45,1/26/11,OKC,MIN,0,27.35,3,8,0.375,3,6,0.5,4,4,1,2,2,4,3,2,1,0,1,13,15,-3,0.666,0.563,8.6,7.6,8.1,16.1,3.6,2.4,0,15.6,156,108,regular,W,2011,118,2
46,1/28/11,OKC,WAS,1,40.23,2,6,0.333,0,4,0,4,4,1,0,2,2,2,0,2,1,6,8,4.6,-1,0.515,0.333,0,5.2,2.9,7,0,3.2,11.4,10.3,110,110,regular,W,2011,125,2
47,1/30/11,OKC,MIA,1,28.3,1,3,0.333,1,2,0.5,2,4,0.5,1,5,6,5,1,0,2,5,5,5.2,0,0.525,0.5,3.9,21.2,12.3,26.3,1.8,0,29.6,10.3,104,113,regular,L,2011,94,2
48,2/2/11,OKC,NOH,1,22.32,2,4,0.5,1,3,0.333,2,2,1,0,1,1,2,0,0,0,2,7,5.9,3,0.717,0.625,0,4.8,2.8,13.6,0,0,0,11,162,114,regular,W,2011,107,2
49,2/4/11,OKC,PHO,0,36.7,4,11,0.364,2,8,0.25,3,4,0.75,0,6,6,5,0,0,1,3,13,9.6,18,0.509,0.455,0,17.1,9.5,17.8,0,0,7.3,16.9,114,117,regular,W,2011,101,2
50,2/5/11,OKC,UTA,0,26.82,5,9,0.556,2,4,0.5,2,4,0.5,1,5,6,5,0,0,0,3,14,13.4,9,0.651,0.667,5.6,23.6,15.3,26.3,0,0,0,20.4,146,122,regular,W,2011,89,2
51,2/8/11,OKC,MEM,0,23.47,3,9,0.333,2,3,0.667,5,5,1,2,2,4,0,0,0,2,2,13,7.1,5,0.58,0.444,9.4,9.8,9.6,0,0,0,15.2,24.8,116,110,regular,L,2011,118,2
52,2/12/11,OKC,SAC,0,32.45,3,9,0.333,0,4,0,5,8,0.625,1,1,2,0,5,0,1,3,11,8.5,12,0.439,0.333,3.4,3.6,3.5,0,7.8,0,7.4,19.2,91,95,regular,W,2011,124,2
53,2/13/11,OKC,GSW,0,15.07,2,3,0.667,1,2,0.5,3,3,1,0,0,0,2,0,0,1,3,8,5.9,-2,0.926,0.833,0,0,0,25.9,0,0,18.8,18.6,157,124,regular,L,2011,103,2
54,2/15/11,OKC,SAC,0,22.63,4,8,0.5,0,4,0,4,4,1,0,4,4,2,2,3,2,1,12,12.3,6,0.615,0.5,0,16,9.4,11.6,4.2,8.4,17,21.6,112,86,regular,W,2011,104,2
55,2/22/11,OKC,LAC,0,24.3,6,12,0.5,4,8,0.5,3,3,1,0,2,2,1,1,0,0,0,19,15.3,16,0.713,0.667,0,12,5.8,7.9,2.2,0,0,26.8,146,100,regular,W,2011,111,2
56,2/23/11,OKC,SAS,0,28.22,5,9,0.556,2,5,0.4,4,4,1,0,1,1,2,0,1,0,3,16,12.9,-4,0.743,0.667,0,3.8,1.9,11.9,0,2.7,0,16.2,163,115,regular,L,2011,121,2
57,2/25/11,OKC,ORL,0,36.02,5,13,0.385,3,8,0.375,3,4,0.75,1,2,3,2,0,0,1,2,16,9.4,-14,0.542,0.5,2.4,6.1,4,11.9,0,0,6.3,18.9,112,125,regular,L,2011,101,2
58,2/27/11,OKC,LAL,0,27.93,6,11,0.545,0,3,0,2,2,1,0,3,3,3,3,0,2,4,14,11.1,-5,0.589,0.545,0,14.3,6.9,21.8,5.9,0,14.4,23.4,112,99,regular,L,2011,99,2
59,3/2/11,OKC,IND,0,23.05,6,14,0.429,1,6,0.167,7,7,1,0,1,1,2,1,1,1,1,20,14.6,9,0.585,0.464,0,4.4,2.3,16.3,2.1,3,5.5,34.2,119,93,regular,W,2011,94,2
60,3/4/11,OKC,ATL,0,32.43,7,16,0.438,1,5,0.2,2,2,1,0,1,1,1,1,1,0,4,17,9.7,5,0.504,0.469,0,4,2,4.7,1.7,2.3,0,24.4,115,118,regular,W,2011,126,2
61,3/6/11,OKC,PHO,0,36.62,8,12,0.667,2,4,0.5,8,9,0.889,1,5,6,4,2,0,0,2,26,26.6,8,0.815,0.75,3.4,14.2,9.2,21.1,2.6,0,0,20.1,169,108,regular,W,2011,111,2
62,3/7/11,OKC,MEM,0,32.7,7,11,0.636,0,1,0,2,2,1,0,6,6,5,1,1,2,4,16,14.5,12,0.673,0.636,0,21.5,12.1,23.1,1.7,2,14.4,20.2,127,117,regular,L,2011,105,2
63,3/9/11,OKC,PHI,0,34.32,3,10,0.3,1,5,0.2,4,4,1,0,3,3,2,1,1,3,5,11,4.2,10,0.468,0.35,0,8.7,4.7,7.5,1.6,2.2,20.3,19.5,89,108,regular,W,2011,88,2
64,3/11/11,OKC,DET,0,31.37,7,11,0.636,4,6,0.667,4,4,1,0,0,0,3,3,1,2,3,22,19.7,11,0.862,0.818,0,0,0,18.2,5.5,2.3,13.6,24.3,146,110,regular,W,2011,87,2
65,3/13/11,OKC,CLE,0,26.43,5,10,0.5,3,7,0.429,3,4,0.75,0,5,5,3,4,0,2,0,16,16.2,18,0.68,0.65,0,16.8,9.3,18.8,8.1,0,14.5,24.9,116,73,regular,W,2011,113,2
66,3/14/11,OKC,WAS,0,23.07,6,11,0.545,1,4,0.25,3,4,0.75,0,2,2,2,1,0,3,1,16,9.9,10,0.627,0.591,0,7.7,4.6,14.1,2.2,0,19,29.2,104,98,regular,W,2011,111,2
67,3/16/11,OKC,MIA,0,28.1,4,12,0.333,2,8,0.25,2,3,0.667,1,2,3,2,0,0,2,3,12,4.3,9,0.45,0.417,3.6,7.9,5.6,12.1,0,0,13.1,24.1,94,103,regular,W,2011,122,2
68,3/18/11,OKC,CHA,0,29.43,8,13,0.615,3,7,0.429,2,3,0.667,1,2,3,3,0,0,3,3,21,13.9,15,0.733,0.731,4.9,8.8,7,19.6,0,0,17.3,30.2,120,104,regular,W,2011,101,2
69,3/20/11,OKC,TOR,0,34.37,5,9,0.556,2,3,0.667,11,13,0.846,0,2,2,4,1,0,0,3,23,21.1,-1,0.781,0.667,0,6.2,3.2,24.3,1.6,0,0,20.5,168,107,regular,L,2011,110,2
70,3/23/11,OKC,UTA,0,27.02,3,9,0.333,1,4,0.25,4,4,1,1,1,2,0,0,0,2,5,11,2.9,15,0.511,0.389,5.9,5.1,5.5,0,0,0,15.7,23.9,98,117,regular,W,2011,104,2
71,3/25/11,OKC,MIN,0,20.78,4,11,0.364,1,2,0.5,4,4,1,0,1,1,1,1,0,2,2,13,6.1,10,0.509,0.409,0,5.6,2.9,6.6,2.4,0,13.6,30.3,97,111,regular,W,2011,95,2
72,3/27/11,OKC,POR,0,24.68,2,8,0.25,1,4,0.25,3,3,1,0,2,2,1,0,1,1,3,8,3,3,0.429,0.313,0,9.7,4.9,6.9,0,2.8,9.7,19.7,97,111,regular,W,2011,116,2
73,3/29/11,OKC,GSW,0,31.33,5,10,0.5,1,5,0.2,3,3,1,0,5,5,3,3,0,4,1,14,11.2,2,0.618,0.55,0,16.3,9,16.1,4.6,0,26.1,21.7,95,98,regular,W,2011,96,2
74,3/30/11,OKC,PHO,0,28.68,7,9,0.778,3,5,0.6,5,9,0.556,0,3,3,2,3,0,1,5,22,19.2,10,0.849,0.944,0,12,6.5,10.7,5.7,0,7.2,22.6,158,104,regular,W,2011,99,2
75,4/1/11,OKC,POR,0,33.53,6,15,0.4,2,9,0.222,7,7,1,1,0,1,2,1,0,1,4,21,13.4,-9,0.581,0.467,3.6,0,1.7,12.2,1.8,0,5.2,26.7,137,127,regular,L,2011,93,2
76,4/2/11,OKC,LAC,0,28.05,3,11,0.273,2,7,0.286,6,6,1,1,0,1,3,2,0,1,2,14,10.5,-4,0.513,0.364,3.4,0,1.9,17.8,3.7,0,6.8,23.1,118,110,regular,L,2011,106,2
77,4/5/11,OKC,DEN,0,27.65,4,12,0.333,2,7,0.286,3,6,0.5,0,2,2,1,1,0,2,3,13,4.1,11,0.444,0.417,0,7.4,3.8,6.2,1.8,0,12,27.1,82,98,regular,W,2011,111,2
78,4/6/11,OKC,LAC,0,23.3,2,6,0.333,0,3,0,3,3,1,1,1,2,5,0,0,1,4,7,5.5,12,0.478,0.333,4.1,4.9,4.5,27.9,0,0,12,14.3,119,120,regular,W,2011,99,2
79,4/8/11,OKC,DEN,0,25.4,5,8,0.625,2,5,0.4,2,4,0.5,2,3,5,3,0,0,1,0,14,13,11,0.717,0.75,9,12.9,11,19.9,0,0,9.3,19,146,109,regular,W,2011,115,2
80,4/10/11,OKC,LAL,0,32.12,3,9,0.333,1,4,0.25,9,10,0.9,0,1,1,1,0,1,0,1,16,11.8,-1,0.597,0.389,0,3.5,2.1,4.2,0,2.3,0,20.1,132,122,regular,W,2011,116,2
81,4/11/11,OKC,SAC,0,24.12,3,7,0.429,1,3,0.333,5,5,1,0,6,6,2,3,0,2,3,12,11.3,5,0.652,0.5,0,25.4,14.9,10.8,6.2,0,17.9,20.4,119,103,regular,W,2011,91,2
82,4/13/11,OKC,MIL,0,24.35,5,12,0.417,1,3,0.333,1,1,1,3,3,6,5,0,0,1,2,12,10.3,-9,0.482,0.458,16.7,13.9,15.2,35,0,0,7.4,24.6,119,114,regular,L,2011,92,2
1,12/25/11,OKC,ORL,0,32.02,4,11,0.364,1,4,0.25,10,12,0.833,0,6,6,3,0,0,0,3,19,14.8,8,0.584,0.409,0,18,10.2,16.1,0,0,0,24.5,131,99,regular,W,2011,101,2
2,12/26/11,OKC,MIN,0,29.6,5,9,0.556,1,3,0.333,5,6,0.833,2,4,6,3,0,0,3,1,16,12.6,5,0.687,0.611,8.5,14.7,11.9,18.1,0,0,20.5,21.9,120,107,regular,W,2011,112,2
3,12/28/11,OKC,MEM,0,30.42,5,11,0.455,3,7,0.429,7,9,0.778,1,6,7,2,1,0,0,1,20,18,-2,0.668,0.591,3.8,19.7,12.3,15,1.8,0,0,22.8,150,103,regular,W,2011,104,2
4,12/29/11,OKC,DAL,0,34.85,4,8,0.5,1,4,0.25,6,6,1,0,4,4,4,0,1,0,2,15,14.9,22,0.705,0.563,0,12,7.2,17.5,0,2.2,0,14.2,159,113,regular,W,2011,120,2
5,12/31/11,OKC,PHO,0,25.72,1,6,0.167,0,4,0,8,8,1,0,7,7,8,2,0,2,3,10,12.7,3,0.525,0.167,0,26.1,15.9,38.2,3.9,0,17.4,20.3,123,95,regular,W,2011,120,2
6,1/2/12,OKC,DAL,0,31.38,5,11,0.455,1,5,0.2,5,5,1,1,6,7,3,2,0,3,2,16,13.1,-11,0.606,0.5,3.6,22.9,13.1,19.6,3.5,0,18.5,24.4,112,109,regular,L,2012,106,2
7,1/3/12,OKC,POR,1,40.02,7,13,0.538,3,7,0.429,6,6,1,1,3,4,6,3,0,3,5,23,20.5,-9,0.735,0.654,2.7,8.8,5.6,26.1,4.1,0,16.1,21.9,131,114,regular,L,2012,107,2
8,1/6/12,OKC,HOU,0,26.17,8,11,0.727,2,2,1,5,5,1,0,1,1,3,0,0,1,4,23,18.3,4,0.871,0.818,0,4.4,2.3,20.1,0,0,7,25.5,166,111,regular,W,2012,106,2
9,1/7/12,OKC,HOU,0,31.15,4,12,0.333,3,7,0.429,5,5,1,0,3,3,3,0,0,2,2,16,9.4,10,0.563,0.458,0,11.6,5.4,15.5,0,0,12.3,22.6,121,113,regular,W,2012,97,2
10,1/8/12,OKC,SAS,0,21.57,6,11,0.545,2,5,0.4,6,9,0.667,0,2,2,2,1,0,1,1,20,15.1,10,0.668,0.636,0,8.7,4.9,18.1,2.4,0,6.3,34.9,126,106,regular,W,2012,101,2
11,1/10/12,OKC,MEM,0,28.98,2,8,0.25,2,3,0.667,4,4,1,0,2,2,2,0,0,2,4,10,3.6,4,0.512,0.375,0,7,3.7,10.8,0,0,17,19.1,102,111,regular,W,2012,100,2
12,1/11/12,OKC,NOH,0,30.28,3,10,0.3,2,6,0.333,6,7,0.857,1,1,2,3,0,2,1,2,14,10.5,11,0.535,0.4,4.5,3.7,4.1,15.7,0,5,7.1,23.4,116,105,regular,W,2012,101,2
13,1/14/12,OKC,NYK,0,26.92,8,12,0.667,3,5,0.6,5,5,1,1,1,2,4,0,0,3,3,24,18.4,12,0.845,0.792,5.1,3.9,4.4,36.1,0,0,17.4,28.7,142,107,regular,W,2012,111,2
14,1/16/12,OKC,BOS,0,27.3,2,8,0.25,0,4,0,1,1,1,0,3,3,1,2,0,2,4,5,0.2,8,0.296,0.25,0,11.5,6,5.4,3.9,0,19.2,18.3,56,96,regular,W,2012,93,2
15,1/18/12,OKC,WAS,0,28.48,3,8,0.375,1,3,0.333,6,10,0.6,1,2,3,0,1,0,4,3,13,4.1,-15,0.524,0.438,4.3,6,5.3,0,1.6,0,24.4,24.9,84,108,regular,L,2012,133,2
16,1/21/12,OKC,NJN,0,27.52,5,9,0.556,1,3,0.333,5,6,0.833,2,7,9,2,1,1,1,1,16,16.5,3,0.687,0.611,7.9,21.4,15.5,15,1.9,2.7,7.9,20.7,142,77,regular,W,2012,99,2
17,1/23/12,OKC,DET,0,25.28,8,11,0.727,5,6,0.833,3,3,1,0,5,5,4,0,0,1,4,24,21.2,32,0.974,0.955,0,17.9,10.7,29.4,0,0,7.5,24.8,180,90,regular,W,2012,83,2
18,1/25/12,OKC,NOH,0,28.9,4,5,0.8,1,2,0.5,9,10,0.9,0,1,1,6,1,0,2,3,18,18,10,0.957,0.9,0,4.9,2.6,36.4,1.8,0,17.5,19,167,105,regular,W,2012,105,2
19,1/27/12,OKC,GSW,0,34.53,5,10,0.5,1,4,0.25,8,8,1,1,3,4,2,0,0,2,2,19,14.2,7,0.703,0.55,3.2,9.5,6.4,7.9,0,0,12.9,17.1,143,111,regular,W,2012,112,2
20,1/30/12,OKC,LAC,1,42.4,2,10,0.2,1,5,0.2,2,4,0.5,1,3,4,5,1,0,3,3,7,1.9,-11,0.298,0.25,3.1,10.6,6.6,15.8,1.2,0,20.3,15.9,74,127,regular,L,2012,106,2
21,2/1/12,OKC,DAL,0,35.65,3,11,0.273,0,5,0,4,7,0.571,1,6,7,9,0,0,1,2,10,9.3,4,0.355,0.273,2.7,16.2,9.5,41.8,0,0,6.6,18.5,99,99,regular,W,2012,87,2
22,2/3/12,OKC,MEM,0,34.18,8,13,0.615,4,6,0.667,4,4,1,0,2,2,1,2,1,1,1,24,20.7,9,0.813,0.769,0,7,3.8,6.2,3.1,1.9,6.3,21.6,159,105,regular,W,2012,105,2
23,2/4/12,OKC,SAS,0,29.87,5,10,0.5,0,3,0,9,10,0.9,0,5,5,4,1,0,1,2,19,17.1,-6,0.66,0.5,0,17.1,9.1,23,1.7,0,6.5,24.2,136,115,regular,L,2012,96,2
24,2/6/12,OKC,POR,0,40.65,6,12,0.5,1,5,0.2,6,6,1,1,3,4,1,0,1,5,2,19,10.2,8,0.649,0.542,3.1,7,5.3,3.7,0,1.7,25.5,20.7,108,111,regular,W,2012,97,2
25,2/7/12,OKC,GSW,0,36.43,6,13,0.462,3,8,0.375,4,4,1,0,1,1,7,4,0,0,3,19,20.3,11,0.644,0.577,0,4.1,1.9,25.6,5.4,0,0,18,148,115,regular,W,2012,104,2
26,2/9/12,OKC,SAC,0,33.75,5,11,0.455,1,3,0.333,6,7,0.857,1,4,5,3,1,1,4,3,17,11.4,-1,0.604,0.5,3.5,12.6,8.3,14.3,1.5,1.8,22.1,23.1,108,111,regular,L,2012,98,2
27,2/10/12,OKC,UTA,0,34.73,2,8,0.25,1,2,0.5,6,8,0.75,0,5,5,2,2,0,3,4,11,5.7,13,0.477,0.313,0,16.5,8.9,8.6,3,0,20.7,19.5,89,94,regular,W,2012,104,2
28,2/14/12,OKC,UTA,0,29.58,6,9,0.667,3,5,0.6,7,8,0.875,0,4,4,5,0,0,3,1,22,19,16,0.879,0.833,0,12,7.1,25.1,0,0,19.3,23.8,149,101,regular,W,2012,107,2
29,2/15/12,OKC,HOU,0,32.22,6,13,0.462,3,8,0.375,2,3,0.667,0,4,4,4,2,0,5,3,17,9.7,5,0.594,0.577,0,13.2,6.9,22,3.1,0,25.9,25.7,95,99,regular,L,2012,87,2
30,2/17/12,OKC,GSW,0,30.28,8,13,0.615,4,7,0.571,5,5,1,0,4,4,2,1,0,2,1,25,20.3,23,0.822,0.769,0,10.9,7.3,12,1.7,0,11.6,26,146,97,regular,W,2012,93,2
31,2/19/12,OKC,DEN,0,39.37,2,12,0.167,1,7,0.143,5,6,0.833,0,4,4,6,1,0,1,4,10,5.8,-1,0.342,0.208,0,12,5.7,18.7,1.3,0,6.4,17.5,96,119,regular,W,2012,109,2
32,2/20/12,OKC,NOH,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2012,98,2
33,2/22/12,OKC,BOS,0,34.35,6,10,0.6,1,2,0.5,4,6,0.667,0,4,4,7,2,0,2,4,17,16.1,23,0.672,0.65,0,15.5,7.5,29.1,2.8,0,13.7,18,132,104,regular,W,2012,108,2
34,2/23/12,OKC,LAL,0,32.28,6,10,0.6,1,3,0.333,3,3,1,1,3,4,3,1,2,5,3,16,11.3,10,0.707,0.65,3.7,9.9,7,16.5,1.6,4.6,30.6,24.3,102,94,regular,W,2012,100,2
35,2/29/12,OKC,PHI,0,32.4,4,9,0.444,1,3,0.333,7,11,0.636,1,7,8,4,1,0,3,2,16,12.5,12,0.578,0.5,3.3,20.7,12.5,24.6,1.7,0,17.8,22.7,114,97,regular,W,2012,95,2
36,3/1/12,OKC,ORL,0,33.38,5,8,0.625,0,3,0,3,4,0.75,2,3,5,5,0,0,1,2,13,13,6,0.666,0.625,7.8,11.7,9.7,23.3,0,0,9.3,15.6,143,118,regular,W,2012,104,2
37,3/3/12,OKC,ATL,0,27.27,4,8,0.5,0,3,0,2,2,1,1,5,6,2,2,0,2,1,10,9.2,-14,0.563,0.5,4.4,21.5,13,15.3,3.8,0,18.4,17.9,105,101,regular,L,2012,97,2
38,3/5/12,OKC,DAL,0,33.77,4,11,0.364,1,6,0.167,7,7,1,0,2,2,4,0,0,0,2,16,12.5,0,0.568,0.409,0,7.1,3.5,24.4,0,0,0,19,142,111,regular,W,2012,102,2
39,3/7/12,OKC,PHO,0,36.02,8,12,0.667,4,7,0.571,10,11,0.909,0,4,4,1,2,2,1,3,30,27.5,27,0.891,0.833,0,11.8,5.8,4.5,2.7,4.1,5.6,20.1,176,104,regular,W,2012,84,2
40,3/9/12,OKC,CLE,0,33.38,5,10,0.5,2,5,0.4,3,4,0.75,0,6,6,1,0,0,4,2,15,7.3,-1,0.638,0.6,0,16.3,9.5,4.8,0,0,25.4,22.6,93,107,regular,L,2012,99,2
41,3/10/12,OKC,CHA,0,28.8,11,16,0.688,4,9,0.444,7,10,0.7,0,0,0,3,1,1,2,3,33,25.6,23,0.809,0.813,0,0,0,18.1,1.8,2.3,8.9,37.9,146,113,regular,W,2012,101,2
42,3/13/12,OKC,HOU,0,31.5,5,12,0.417,2,6,0.333,4,5,0.8,0,4,4,7,1,0,4,1,16,11.9,3,0.563,0.5,0,14.2,7.3,34,1.7,0,22,25.8,108,114,regular,L,2012,120,2
43,3/15/12,OKC,DEN,0,34.08,6,11,0.545,4,6,0.667,2,2,1,0,2,2,4,1,1,4,2,18,13,-1,0.758,0.727,0,6.9,3.4,20.4,1.5,2.5,25.2,21.8,113,100,regular,W,2012,100,2
44,3/16/12,OKC,SAS,0,33.47,8,11,0.727,3,4,0.75,0,1,0,1,6,7,5,1,0,5,2,19,15.3,-5,0.83,0.864,3.2,21,11.7,26.1,1.5,0,30.4,20.9,117,115,regular,L,2012,95,2
45,3/18/12,OKC,POR,0,32.97,1,7,0.143,1,4,0.25,11,14,0.786,0,4,4,7,1,0,2,5,14,11.4,12,0.532,0.214,0,13.2,7.5,25.8,1.6,0,13.2,21.8,124,108,regular,W,2012,101,2
46,3/20/12,OKC,UTA,0,33.02,5,11,0.455,3,6,0.5,4,6,0.667,3,1,4,2,0,0,4,4,17,8.7,-11,0.623,0.591,9.5,3.8,6.9,12.8,0,0,22.7,24.6,107,116,regular,L,2012,96,2
47,3/21/12,OKC,LAC,0,28.73,3,8,0.375,2,6,0.333,2,2,1,0,6,6,5,1,0,2,3,10,8.7,16,0.563,0.5,0,22.3,12.5,22.6,1.9,0,18.4,17.5,122,101,regular,W,2012,111,2
48,3/23/12,OKC,MIN,0,43.42,10,17,0.588,3,8,0.375,2,2,1,1,5,6,6,1,0,0,4,25,22.9,7,0.699,0.676,3.1,13.4,8.6,17.2,1.1,0,0,17.9,156,122,regular,W,2012,119,2
49,3/25/12,OKC,MIA,0,31.98,6,7,0.857,1,1,1,6,7,0.857,0,3,3,6,2,0,7,1,19,15.8,10,0.942,0.929,0,14.1,6.7,30,3.3,0,41,25.6,111,96,regular,W,2012,101,2
50,3/27/12,OKC,POR,0,28.28,6,7,0.857,2,2,1,7,7,1,0,3,3,5,0,0,1,1,21,21.5,26,1.042,1,0,11.6,7,24.4,0,0,9,18.8,198,113,regular,W,2012,101,2
51,3/29/12,OKC,LAL,0,29.82,3,11,0.273,2,3,0.667,1,4,0.25,1,1,2,4,1,0,1,5,9,3.1,-6,0.353,0.364,3.4,3.5,3.5,17.3,1.9,0,7.3,20.4,94,113,regular,W,2012,111,2
52,4/1/12,OKC,CHI,0,22.82,3,7,0.429,1,3,0.333,4,4,1,0,1,1,2,0,0,4,0,11,5,2,0.628,0.5,0,3.8,2.4,14.2,0,0,31.3,28.4,89,100,regular,W,2012,95,2
53,4/2/12,OKC,MEM,0,32.05,5,9,0.556,1,5,0.2,3,5,0.6,0,5,5,5,2,1,0,4,14,15,-3,0.625,0.611,0,15.6,8.7,29.4,3.4,2.1,0,16.5,142,101,regular,L,2012,110,2
54,4/4/12,OKC,MIA,0,33.82,5,11,0.455,1,1,1,1,1,1,2,3,5,5,3,0,1,1,12,13.7,-4,0.524,0.5,7.7,11.5,9.6,25.4,4.6,0,8,16.4,123,104,regular,L,2012,124,2
55,4/6/12,OKC,IND,0,35.02,1,5,0.2,1,3,0.333,7,8,0.875,0,1,1,4,0,0,5,3,10,3.4,10,0.587,0.3,0,2.9,1.5,16.8,0,0,37,17.2,87,122,regular,L,2012,101,2
56,4/8/12,OKC,TOR,0,27.92,5,10,0.5,2,6,0.333,5,6,0.833,0,3,3,4,0,0,2,0,17,13.3,21,0.672,0.6,0,12.3,6.1,32.1,0,0,13.7,25.3,127,94,regular,W,2012,119,2
57,4/9/12,OKC,MIL,0,22.65,4,7,0.571,2,3,0.667,6,7,0.857,1,4,5,1,0,0,3,2,16,11.1,13,0.794,0.714,5.4,21.2,13.4,6.9,0,0,22.9,25.4,128,99,regular,W,2012,100,2
58,4/11/12,OKC,LAC,0,31.38,4,8,0.5,3,6,0.5,6,7,0.857,0,5,5,2,1,1,1,2,17,15.4,1,0.767,0.688,0,19.1,10.1,12.3,1.8,2.4,8.3,18.3,149,113,regular,L,2012,92,2
59,4/13/12,OKC,SAC,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2012,105,2
60,4/14/12,OKC,MIN,0,30.6,1,11,0.091,0,8,0,4,4,1,0,4,4,3,1,0,1,4,6,0.4,-18,0.235,0.091,0,13.6,6.8,12.2,1.6,0,7.3,18.1,70,112,regular,W,2012,90,2
61,4/16/12,OKC,LAC,0,29.88,4,10,0.4,3,6,0.5,1,2,0.5,0,3,3,3,0,0,2,2,12,6.4,-12,0.551,0.55,0,11.5,5.5,23.4,0,0,15.5,19.9,107,116,regular,L,2012,95,2
62,4/18/12,OKC,PHO,0,35.75,12,17,0.706,5,8,0.625,11,11,1,1,6,7,3,4,0,3,2,40,37.7,26,0.916,0.853,3.2,17.1,10.6,20.3,5.6,0,12.1,30.9,163,94,regular,W,2012,115,2
63,4/20/12,OKC,SAC,0,31.78,6,12,0.5,2,6,0.333,6,6,1,0,6,6,3,3,0,1,0,20,19.9,9,0.683,0.583,0,16.2,10.4,14.6,4.8,0,6.4,23.2,136,93,regular,W,2012,90,2
64,4/22/12,OKC,LAL,0,13.28,5,7,0.714,1,2,0.5,3,3,1,0,0,0,3,1,0,2,1,14,11.8,3,0.841,0.786,0,0,0,86.4,4,0,19.4,34.6,135,108,regular,L,2012,122,2
65,4/24/12,OKC,SAC,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2012,103,2
66,4/25/12,OKC,DEN,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2012,103,2
1,10/31/12,HOU,DET,1,44.07,14,25,0.56,4,10,0.4,5,6,0.833,1,5,6,12,4,1,4,2,37,35.2,18,0.669,0.64,2.9,12.7,8.1,55,4.6,1.7,12.6,31.6,133,97,regular,W,2012,105,2
2,11/2/12,HOU,ATL,1,39.82,14,19,0.737,2,4,0.5,15,17,0.882,1,6,7,2,0,0,5,3,45,34.2,17,0.85,0.789,2.3,17.2,9,11.4,0,0,15.9,30.7,148,109,regular,W,2012,111,2
3,11/3/12,HOU,POR,1,40.72,8,24,0.333,1,6,0.167,7,10,0.7,2,4,6,5,1,1,5,3,24,10.8,-16,0.423,0.354,4.4,10.4,7.2,27.6,1.3,1.9,15,35.7,84,96,regular,L,2012,90,2
