Rk,Date,Tm,Opp,GS,MP,FG,FGA,FG_percent,ThreeP,ThreePA,ThreeP_percent,FT,FTA,FT_percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus.Minus,TS_percent,eFG_percent,ORB_percent,DRB_percent,TRB_percent,AST_percent,STL_percent,BLK_percent,TOV_percent,USG_percent,ORtg,DRtg,Season,WL,Year,TmPTS,All_star
35,5/31/12,OKC,SAS,0,26.05,5,10,0.5,1,2,0.5,4,4,1,1,3,4,3,0,0,1,1,15,12.3,19,0.638,0.55,4.5,12.6,8.7,18,0,0,7.8,22.9,133,103,playoffs,W,2012,118,1
36,6/2/12,OKC,SAS,0,32.32,4,13,0.308,2,3,0.667,1,2,0.5,1,6,7,7,1,0,3,2,11,7.7,12,0.396,0.385,4.8,21.7,14.4,27.3,1.6,0,17.8,25.3,89,113,playoffs,W,2012,104,1
37,6/4/12,OKC,SAS,0,34.53,6,11,0.545,3,4,0.75,5,6,0.833,0,4,4,3,2,0,0,3,20,18.4,24,0.733,0.682,0,14.6,7.3,13.2,2.9,0,0,17.9,152,107,playoffs,W,2012,91,1
38,6/6/12,OKC,SAS,0,35.08,4,9,0.444,3,4,0.75,5,6,0.833,0,5,5,4,0,0,3,3,16,11,9,0.687,0.611,0,15.2,9,17.9,0,0,20.5,19.9,119,112,playoffs,W,2012,100,1
39,6/12/12,OKC,MIA,0,22.23,2,6,0.333,1,2,0.5,0,0,0,0,0,0,3,0,0,1,4,5,1.1,2,0.417,0.417,0,0,0,18.2,0,0,14.3,15.3,92,114,playoffs,W,2012,100,1
40,6/14/12,OKC,MIA,0,34.88,7,11,0.636,2,3,0.667,5,7,0.714,0,4,4,2,1,0,2,3,21,15.7,13,0.746,0.727,0,14.9,7.2,11.3,1.6,0,12.4,22,135,119,playoffs,L,2012,109,1
41,6/17/12,OKC,MIA,0,34.17,2,10,0.2,0,4,0,5,7,0.714,1,5,6,6,2,0,2,4,9,6.8,-5,0.344,0.2,3.3,17.1,10.2,27.9,3.3,0,13.3,21.5,85,106,playoffs,L,2012,126,1
42,6/19/12,OKC,MIA,0,36.85,2,10,0.2,1,5,0.2,3,4,0.75,2,8,10,2,1,0,4,5,8,1.6,-4,0.34,0.25,6.7,28.9,17.4,7,1.5,0,25.4,20.5,67,115,playoffs,L,2012,112,1
43,6/21/12,OKC,MIA,0,35.67,5,11,0.455,3,8,0.375,6,6,1,1,3,4,5,2,0,3,2,19,16.6,-17,0.696,0.591,3.1,11.2,6.8,23,2.8,0,18,20.1,127,125,playoffs,L,2012,99,1
44,4/21/13,HOU,OKC,1,33.98,6,19,0.316,1,6,0.167,7,7,1,0,6,6,2,1,0,2,3,20,10.1,-28,0.453,0.342,0,25.7,10,11.5,1.4,0,8.3,29.2,92,118,playoffs,L,2013,113,1
45,4/24/13,HOU,OKC,1,45.33,9,24,0.375,1,7,0.143,17,20,0.85,2,9,11,6,1,0,6,3,36,23.7,-4,0.549,0.396,4.4,19.4,12,24,1.1,0,15.5,34.8,113,109,playoffs,L,2013,111,1
46,4/27/13,HOU,OKC,1,43.67,9,22,0.409,2,8,0.25,10,15,0.667,1,7,8,6,2,2,2,4,30,23,0,0.524,0.455,2.7,15.7,9.8,25.3,2.3,3.6,6.5,32,108,106,playoffs,L,2013,126,1
47,4/29/13,HOU,OKC,1,35.23,4,12,0.333,0,4,0,7,8,0.875,0,1,1,3,5,1,10,5,15,3.9,9,0.483,0.333,0,4,1.8,13,7.4,2.9,39.2,32,68,102,playoffs,W,2013,116,1
48,5/1/13,HOU,OKC,1,41.57,10,16,0.625,7,9,0.778,4,5,0.8,0,8,8,3,1,1,3,2,31,25.8,16,0.852,0.844,0,19.2,10.9,15.4,1.3,2.2,14.2,24.4,144,106,playoffs,W,2013,159,1
49,5/3/13,HOU,OKC,1,43.4,7,22,0.318,4,10,0.4,8,11,0.727,2,4,6,7,2,2,4,1,26,18.7,3,0.484,0.409,5.1,10.8,7.9,34.8,2.5,4,13,33.6,104,113,playoffs,L,2013,116,1
50,4/20/14,HOU,POR,1,44.98,8,28,0.286,3,14,0.214,8,10,0.8,2,3,5,6,1,0,4,3,27,12.1,-8,0.417,0.339,4,6.5,5.2,21.1,1.1,0,11,31.9,97,118,playoffs,L,2014,100,1
51,4/23/14,HOU,POR,1,43.68,6,19,0.316,2,5,0.4,4,4,1,0,3,3,4,1,0,5,6,18,4.4,1,0.434,0.368,0,8.5,3.9,13.6,1.1,0,19.4,24.2,82,119,playoffs,L,2014,107,0
52,4/25/14,HOU,POR,1,49.63,13,35,0.371,3,11,0.273,8,9,0.889,1,8,9,6,2,0,1,3,37,24.4,11,0.475,0.414,1.9,19.4,9.6,20.6,2.2,0,2.5,34.8,119,117,playoffs,W,2014,129,1
53,4/27/14,HOU,POR,1,42.43,9,21,0.429,3,11,0.273,7,8,0.875,1,3,4,6,1,0,5,4,28,16.7,-4,0.571,0.5,2.7,8.1,5.4,25.2,1.2,0,16.9,31.6,111,123,playoffs,L,2014,117,1
54,4/30/14,HOU,POR,1,40.83,5,15,0.333,1,7,0.143,6,7,0.857,1,2,3,7,3,1,2,2,17,15.2,10,0.47,0.367,3,5.5,4.3,22.2,3.8,2,10,21.3,114,106,playoffs,W,2014,122,1
55,5/2/14,HOU,POR,1,41.9,9,15,0.6,4,6,0.667,12,12,1,0,4,4,6,4,0,4,3,34,31.3,7,0.838,0.733,0,10.9,5.9,29,5.3,0,16.5,26.8,153,108,playoffs,L,2014,102,1
56,4/18/15,HOU,DAL,1,38.8,4,11,0.364,1,5,0.2,15,17,0.882,0,2,2,11,1,0,3,1,24,23,15,0.649,0.409,0,4.9,2.7,41.2,1.2,0,14,22.6,132,109,playoffs,W,2015,111,1
57,4/21/15,HOU,DAL,1,34.07,5,17,0.294,1,4,0.25,13,13,1,0,5,5,6,1,0,4,4,24,15.2,9,0.528,0.324,0,14.1,7.4,26.5,1.5,0,15,32.9,107,106,playoffs,W,2015,125,0
58,4/24/15,HOU,DAL,1,36.12,15,24,0.625,5,7,0.714,7,7,1,0,5,5,9,1,0,5,4,42,33.4,-1,0.775,0.729,0,15.5,7.5,42.6,1.4,0,15.6,35.7,144,129,playoffs,W,2015,132,1
59,4/26/15,HOU,DAL,1,36.32,7,15,0.467,1,7,0.143,9,9,1,1,4,5,5,2,0,1,2,24,21.9,-13,0.633,0.5,3.1,11.2,7.3,23,2.6,0,5,24.3,133,120,playoffs,L,2015,95,1
60,4/28/15,HOU,DAL,1,35.07,9,19,0.474,4,8,0.5,6,6,1,1,1,2,8,1,1,6,4,28,19,16,0.647,0.579,2.9,2.6,2.7,44.4,1.3,2.1,21.7,31.8,112,92,playoffs,W,2015,119,1
61,5/4/15,HOU,LAC,1,37,6,13,0.462,3,6,0.5,5,6,0.833,0,5,5,12,4,0,9,4,20,16.2,-22,0.639,0.577,0,17.1,8.4,51.5,4.8,0,36.5,27.2,96,106,playoffs,L,2015,123,1
62,5/6/15,HOU,LAC,1,35.05,7,17,0.412,3,10,0.3,15,15,1,1,2,3,7,1,1,7,4,32,22.2,14,0.678,0.5,2.8,6.1,4.4,39.3,1.3,2.2,22.9,34.3,117,107,playoffs,W,2015,117,1
63,5/8/15,HOU,LAC,1,36.42,8,16,0.5,4,7,0.571,5,5,1,0,3,3,11,0,1,5,3,25,20.1,-14,0.687,0.625,0,10.1,4.3,59.3,0,2.4,21.6,26.2,123,130,playoffs,L,2015,158,1
64,5/10/15,HOU,LAC,1,32.47,5,12,0.417,2,4,0.5,9,10,0.9,0,8,8,6,0,0,1,3,21,18.6,-18,0.64,0.5,0,25.2,12.1,33.3,0,0,5.7,22.5,137,124,playoffs,L,2015,133,1
65,5/12/15,HOU,LAC,1,42.87,9,20,0.45,1,8,0.125,7,8,0.875,2,9,11,10,0,0,5,4,26,19.7,23,0.553,0.475,5.5,18,12.7,31.2,0,0,17.5,28.3,116,108,playoffs,W,2015,119,1
66,5/14/15,HOU,LAC,1,29.93,5,20,0.25,2,6,0.333,11,11,1,0,2,2,3,2,0,1,2,23,13.9,-21,0.463,0.3,0,6.5,3.2,16.6,3.1,0,3.9,35.5,108,103,playoffs,W,2015,115,1
67,5/17/15,HOU,LAC,1,43.13,7,20,0.35,2,7,0.286,15,18,0.833,0,7,7,8,3,1,7,1,31,22.6,12,0.555,0.4,0,15.3,8.9,32.7,3.2,1.7,20,34.7,100,94,playoffs,W,2015,118,1
68,5/19/15,HOU,GSW,1,41.83,11,20,0.55,1,3,0.333,5,6,0.833,2,9,11,9,4,0,5,4,28,25.8,-3,0.618,0.575,5.3,22,14,37.7,4.7,0,18.1,28,117,105,playoffs,L,2015,116,1
69,5/21/15,HOU,GSW,1,40.98,13,21,0.619,3,6,0.5,9,10,0.9,1,9,10,9,3,1,2,2,38,38.7,12,0.748,0.69,2.7,30.1,15,44.3,3.9,2.2,7.3,31.4,151,104,playoffs,L,2015,130,1
70,5/23/15,HOU,GSW,1,32.18,3,16,0.188,1,5,0.2,10,11,0.909,0,3,3,4,0,0,1,0,17,9.3,-31,0.408,0.219,0,9.5,4.5,25.4,0,0,4.6,29.2,90,123,playoffs,L,2015,107,0
71,5/25/15,HOU,GSW,1,40.33,13,22,0.591,7,11,0.636,12,13,0.923,2,7,9,5,2,2,3,2,45,41,21,0.812,0.75,5.8,16,11.5,21.6,2.2,4.7,9.8,33,151,106,playoffs,W,2015,109,1
72,5/27/15,HOU,GSW,1,43.25,2,11,0.182,0,3,0,10,13,0.769,2,4,6,5,3,0,12,5,14,1,-4,0.419,0.182,4.4,9.2,6.8,23.3,3.4,0,41.8,28.1,60,106,playoffs,L,2015,122,1
73,4/16/16,HOU,GSW,1,32.05,7,19,0.368,3,5,0.6,0,0,0,1,2,3,2,1,0,6,4,17,2.6,-27,0.447,0.447,2.9,5.7,4.3,15.3,1.5,0,24,31.6,72,108,playoffs,L,2016,139,1
74,4/18/16,HOU,GSW,1,40.45,7,19,0.368,1,8,0.125,13,15,0.867,0,2,2,11,0,1,5,5,28,18.7,-10,0.547,0.395,0,6.2,3.1,48.9,0,2,16.3,32.3,115,126,playoffs,L,2016,113,1
75,4/21/16,HOU,GSW,1,43.77,11,26,0.423,4,14,0.286,9,11,0.818,2,6,8,9,2,0,4,3,35,26.7,5,0.567,0.5,4.3,15,9.2,41.2,2.3,0,11.5,32.3,120,100,playoffs,W,2016,104,1
76,4/24/16,HOU,GSW,1,40.25,4,13,0.308,2,8,0.25,8,10,0.8,1,6,7,10,7,0,4,1,18,21.8,-23,0.517,0.385,2.7,17,9.6,42.2,8.1,0,18.7,22.6,104,105,playoffs,L,2016,108,1
77,4/27/16,HOU,GSW,1,36.65,12,23,0.522,3,7,0.429,8,9,0.889,3,3,6,6,2,0,7,0,35,25.5,-27,0.649,0.587,7,10.6,8.4,51.4,2.8,0,20.6,37,115,123,playoffs,L,2016,112,0
78,4/16/17,HOU,OKC,1,34.38,13,28,0.464,3,11,0.273,8,11,0.727,1,6,7,9,3,0,2,1,37,30.8,22,0.563,0.518,2.9,17.1,10.1,46.8,4.3,0,5.7,42.9,125,84,playoffs,W,2017,130,1
79,4/19/17,HOU,OKC,1,37.45,7,17,0.412,3,7,0.429,18,20,0.9,0,4,4,8,1,0,7,5,35,23.9,2,0.678,0.5,0,10.5,6,35.3,1.3,0,21.3,39.2,118,118,playoffs,W,2017,118,1
80,4/21/17,HOU,OKC,1,38.3,11,21,0.524,4,12,0.333,18,18,1,1,5,6,6,0,1,7,5,44,31.8,1,0.761,0.619,3,15.7,9.2,31.1,0,2,19.5,40.7,135,122,playoffs,L,2017,122,0
81,4/23/17,HOU,OKC,1,39.3,5,16,0.313,0,7,0,6,7,0.857,0,7,7,8,1,0,7,3,16,6.9,0,0.419,0.313,0,20.4,10.1,31.6,1.2,0,26.8,26.9,81,108,playoffs,W,2017,92,1
82,4/25/17,HOU,OKC,1,37.75,8,25,0.32,2,13,0.154,16,17,0.941,1,7,8,4,3,2,5,4,34,22.7,-6,0.523,0.36,3.1,16.2,10.6,22.3,4,4.8,13.3,42.9,104,94,playoffs,W,2017,139,1
83,5/1/17,HOU,SAS,1,31.33,6,13,0.462,3,8,0.375,5,5,1,0,1,1,14,4,0,3,3,20,23.2,18,0.658,0.577,0,2.9,1.6,69.6,6,0,16.5,24.7,140,95,playoffs,W,2017,110,0
84,5/3/17,HOU,SAS,1,33.65,3,17,0.176,2,9,0.222,5,6,0.833,1,6,7,10,2,0,4,4,13,7.8,-13,0.331,0.235,3.5,21.9,12.5,43.6,3.3,0,16.9,33.5,83,132,playoffs,L,2017,107,1
85,5/5/17,HOU,SAS,1,40,14,28,0.5,5,13,0.385,10,11,0.909,1,1,2,5,3,0,5,4,43,29.5,-14,0.655,0.589,2.4,3.2,2.7,39.5,3.8,0,13.2,41.3,122,110,playoffs,L,2017,115,1
86,5/7/17,HOU,SAS,1,34.55,10,18,0.556,4,11,0.364,4,6,0.667,1,4,5,12,2,0,4,4,28,25.3,28,0.678,0.667,3.6,12.3,8.3,46.2,2.8,0,16.2,31.6,132,103,playoffs,W,2017,107,1
87,5/9/17,HOU,SAS,1,43.38,11,24,0.458,4,15,0.267,7,8,0.875,1,9,10,10,1,1,9,4,33,21.7,-6,0.6,0.542,2.8,19.6,12.3,49.7,1.2,1.7,24.6,40.5,104,108,playoffs,L,2017,121,1
88,5/11/17,HOU,SAS,1,36.6,2,11,0.182,2,9,0.222,4,6,0.667,0,3,3,7,1,1,6,6,10,1.4,-28,0.367,0.273,0,9.6,4.1,47.4,1.4,1.8,30.5,25.5,66,125,playoffs,L,2017,131,1
89,4/15/18,HOU,MIN,1,40.92,15,26,0.577,7,12,0.583,7,9,0.778,2,2,4,8,2,0,3,2,44,36.8,5,0.734,0.712,5.3,5.9,5.6,43.8,2.5,0,9.1,37.1,143,113,playoffs,W,2018,110,1
90,4/18/18,HOU,MIN,1,30.77,2,18,0.111,1,10,0.1,7,8,0.875,0,4,4,7,3,3,3,2,12,7.2,1,0.279,0.139,0,12.2,5.9,34.3,4.8,7.5,12.2,33.5,70,75,playoffs,W,2018,126,0
91,4/21/18,HOU,MIN,1,36.07,9,21,0.429,3,8,0.375,8,10,0.8,0,7,7,7,1,0,4,2,29,20.3,-3,0.571,0.5,0,23.3,11.6,37.2,1.4,0,13.6,38.4,111,126,playoffs,L,2018,112,1
92,4/23/18,HOU,MIN,1,33.25,12,26,0.462,5,11,0.455,7,7,1,0,4,4,3,4,1,1,4,36,28,21,0.619,0.558,0,12.6,6.1,19.1,5.9,2.3,3.3,39.7,126,94,playoffs,W,2018,128,1
93,4/25/18,HOU,MIN,1,37.6,8,21,0.381,4,11,0.364,4,4,1,1,4,5,12,2,2,3,2,24,22.4,16,0.527,0.476,3.1,13.8,8.2,44,2.8,4.3,11.6,32.8,118,109,playoffs,W,2018,117,1
94,4/29/18,HOU,UTA,1,36.92,12,26,0.462,7,12,0.583,10,11,0.909,1,7,8,7,1,0,3,2,41,32.1,15,0.665,0.596,3.3,22.2,13,42.5,1.4,0,8.9,41.3,134,102,playoffs,W,2018,125,0
95,5/2/18,HOU,UTA,1,36.48,9,22,0.409,2,10,0.2,12,13,0.923,2,4,6,11,2,0,2,5,32,28.1,0,0.577,0.455,4.9,12.2,8.1,55.3,2.6,0,6.7,34.3,126,114,playoffs,L,2018,121,1
96,5/4/18,HOU,UTA,1,30.48,8,17,0.471,2,8,0.25,7,7,1,1,3,4,12,2,1,1,1,25,27.6,29,0.623,0.529,3.8,11,7.5,64.3,3.2,2.9,4.7,32.3,137,90,playoffs,W,2018,91,0
97,5/6/18,HOU,UTA,1,36.4,8,22,0.364,1,7,0.143,7,8,0.875,0,4,4,3,4,0,8,3,24,9.5,16,0.47,0.386,0,11,5.6,15,5.4,0,23.9,40.7,77,86,playoffs,W,2018,113,1
98,5/8/18,HOU,UTA,1,34.63,7,22,0.318,1,7,0.143,3,4,0.75,1,3,4,4,2,0,3,3,18,7.2,7,0.379,0.341,3.8,9.2,6.8,18.3,3.1,0,11.2,37.3,82,114,playoffs,W,2018,116,1
99,5/14/18,HOU,GSW,1,35.13,14,24,0.583,5,9,0.556,8,10,0.8,1,3,4,7,1,0,4,4,41,30.9,-7,0.722,0.688,3.3,10.8,6.9,48.1,1.4,0,12.3,41.3,134,124,playoffs,L,2018,135,1
100,5/16/18,HOU,GSW,1,33.75,9,24,0.375,3,15,0.2,6,6,1,0,10,10,3,1,0,4,3,27,14.7,22,0.507,0.438,0,30.9,17.1,13.3,1.4,0,13.1,38.6,100,103,playoffs,W,2018,120,1
101,5/20/18,HOU,GSW,1,32.55,7,16,0.438,2,6,0.333,4,5,0.8,0,5,5,9,1,1,4,2,20,15.9,-19,0.549,0.5,0,17.6,8.2,61.2,1.6,2.5,18,31,106,130,playoffs,L,2018,123,0
102,5/22/18,HOU,GSW,1,43.43,11,26,0.423,3,12,0.25,5,5,1,2,2,4,4,3,2,2,3,30,22.2,-5,0.532,0.481,5.4,4.5,4.9,24.8,3.7,3.6,6.6,33.8,112,102,playoffs,W,2018,140,1
103,5/24/18,HOU,GSW,1,38.95,5,21,0.238,0,11,0,9,9,1,0,3,3,4,2,0,6,2,19,5.2,8,0.381,0.238,0,10.3,4.6,21.6,2.7,0,19.4,37.4,72,103,playoffs,W,2018,111,1
104,5/26/18,HOU,GSW,1,40.43,10,24,0.417,4,12,0.333,8,9,0.889,2,5,7,9,3,0,9,4,32,20.4,-19,0.572,0.5,5.8,13.5,9.8,55.9,3.8,0,24.4,41.6,102,118,playoffs,L,2018,123,1
105,5/28/18,HOU,GSW,1,42.85,12,29,0.414,2,13,0.154,6,8,0.75,1,5,6,6,4,1,5,2,32,21,-13,0.492,0.448,2.3,14.7,7.8,29.8,5,2.7,13.3,37.6,102,108,playoffs,L,2018,105,1
106,4/14/19,HOU,UTA,1,32.68,11,26,0.423,4,10,0.4,3,3,1,2,6,8,10,0,1,3,5,29,21.1,18,0.531,0.5,7,21.5,14.2,46.1,0,2.9,9.9,40.4,115,93,playoffs,W,2019,99,0
107,4/17/19,HOU,UTA,1,33.43,11,24,0.458,6,13,0.462,4,5,0.8,2,11,13,10,0,1,8,2,32,22.8,24,0.611,0.583,7,29.8,19.9,64.6,0,2.4,23.4,44.2,111,96,playoffs,W,2019,106,1
108,4/20/19,HOU,UTA,1,38.8,3,20,0.15,2,13,0.154,14,16,0.875,0,4,4,10,6,1,4,5,22,17.3,4,0.407,0.2,0,9.9,4.9,42.2,7.4,3.4,12.9,33.7,92,89,playoffs,W,2019,117,1
109,4/22/19,HOU,UTA,1,38.32,8,19,0.421,6,12,0.5,8,8,1,0,3,3,4,2,0,8,2,30,16.8,-12,0.666,0.579,0,8.9,4.3,27.9,2.7,0,26.2,36.6,102,118,playoffs,L,2019,153,1
110,4/24/19,HOU,UTA,1,38.7,10,26,0.385,3,12,0.25,3,5,0.6,1,5,6,6,3,4,5,5,26,16.2,19,0.461,0.442,3,12.2,8,31.5,3.8,8.9,15.1,38.2,91,91,playoffs,W,2019,120,1
111,4/28/19,HOU,GSW,1,38.67,9,28,0.321,4,16,0.25,13,14,0.929,0,4,4,6,3,0,4,3,35,21.8,3,0.512,0.393,0,16,7.8,37.6,3.9,0,10.5,47,101,108,playoffs,L,2019,102,1
112,4/30/19,HOU,GSW,1,34.4,9,19,0.474,3,7,0.429,8,9,0.889,0,7,7,4,1,0,6,4,29,17.2,-9,0.632,0.553,0,19.9,11.4,23.8,1.5,0,20.7,38.5,110,119,playoffs,L,2019,113,0
113,5/4/19,HOU,GSW,1,45.43,14,32,0.438,5,13,0.385,8,8,1,2,7,9,6,1,0,3,4,41,28.3,-4,0.577,0.516,5.2,18.1,11.7,24.4,1.2,0,7.8,38.3,131,120,playoffs,W,2019,129,0
114,5/6/19,HOU,GSW,1,39.95,13,29,0.448,6,17,0.353,6,8,0.75,1,9,10,4,0,2,2,4,38,26.1,7,0.584,0.552,2.5,24,12.9,20.6,0,4.2,5.8,36.8,123,108,playoffs,W,2019,105,1
115,5/8/19,HOU,GSW,1,44.88,10,16,0.625,3,9,0.333,8,10,0.8,0,4,4,8,4,1,2,4,31,30.9,0,0.76,0.719,0,9.9,5.3,38.4,4.6,2.2,8.9,22.9,149,107,playoffs,L,2019,104,0
116,5/10/19,HOU,GSW,1,38.9,11,25,0.44,6,15,0.4,7,12,0.583,1,7,8,5,4,0,6,3,35,23,-10,0.578,0.56,3.3,22.7,13.2,21.7,5.1,0,16.5,40.2,110,113,playoffs,L,2019,96,0
117,8/18/20,HOU,OKC,1,34.22,12,22,0.545,6,13,0.462,7,8,0.875,2,9,11,3,0,0,3,4,37,27.6,10,0.725,0.682,6.5,32.4,18.8,16.1,0,0,10.5,38.3,130,110,playoffs,W,2020,123,0
118,8/20/20,HOU,OKC,1,35.8,5,16,0.313,2,11,0.182,9,9,1,0,5,5,9,3,1,0,4,21,21.7,-1,0.526,0.375,0,17.6,7.5,38.6,4.4,2.9,0,25.3,133,100,playoffs,W,2020,111,0
119,8/22/20,HOU,OKC,1,37.68,12,27,0.444,3,13,0.231,11,15,0.733,0,7,7,8,1,0,1,6,38,27.6,6,0.565,0.5,0,20.1,9.8,53.3,1.2,0,2.9,41.2,120,107,playoffs,L,2020,107,0
120,8/24/20,HOU,OKC,1,42.82,11,25,0.44,6,15,0.4,4,5,0.8,1,7,8,15,4,0,6,5,32,27.8,2,0.588,0.56,2.5,19.1,10.4,58.7,4.5,0,18.1,34,119,110,playoffs,L,2020,114,0
121,8/29/20,HOU,OKC,1,28.4,11,15,0.733,4,8,0.5,5,6,0.833,0,2,2,5,1,1,3,3,31,26.1,28,0.879,0.867,0,5.6,3,34.6,1.6,3.7,14.5,29.8,146,83,playoffs,W,2020,114,1
122,8/31/20,HOU,OKC,1,38.63,11,22,0.5,3,11,0.273,7,8,0.875,1,7,8,7,0,0,5,2,32,22.5,6,0.627,0.568,2.8,18.5,10.8,35.7,0,0,16.4,34.1,113,106,playoffs,L,2020,100,1
123,9/2/20,HOU,OKC,1,37.07,4,15,0.267,1,9,0.111,8,9,0.889,1,2,3,9,2,3,4,5,17,13.4,9,0.448,0.3,2.6,6.5,4.3,39.1,2.7,9.2,17.4,27.4,100,103,playoffs,W,2020,104,1
124,9/4/20,HOU,LAL,1,33.93,12,20,0.6,3,6,0.5,9,12,0.75,0,2,2,5,2,1,5,2,36,26.6,0,0.712,0.675,0,6,3.5,32.1,2.9,3.1,16.5,40.1,122,101,playoffs,W,2020,112,1
125,9/6/20,HOU,LAL,1,39.45,6,12,0.5,4,8,0.5,11,13,0.846,0,2,2,7,2,0,5,2,27,21.9,8,0.762,0.667,0,6.8,3.2,30.7,2.6,0,22,26.3,132,122,playoffs,L,2020,109,1
126,9/8/20,HOU,LAL,1,38.07,11,23,0.478,4,9,0.444,7,7,1,3,6,9,9,0,0,2,2,33,28.7,-7,0.633,0.565,9.5,22.9,15.5,47,0,0,7.1,36.8,132,128,playoffs,L,2020,102,1
127,9/10/20,HOU,LAL,1,39.42,2,11,0.182,1,6,0.167,16,20,0.8,0,4,4,10,2,3,5,3,21,18.6,0,0.53,0.227,0,13.2,6.2,47.6,2.6,6.3,20.2,30.8,105,113,playoffs,L,2020,100,1
128,9/12/20,HOU,LAL,1,42.32,12,20,0.6,2,8,0.25,4,4,1,4,2,6,5,1,1,6,5,30,21.4,-29,0.689,0.65,8.6,8.1,8.4,29.3,1.2,3.1,21.6,28.2,114,122,playoffs,L,2020,96,1
